R;S;Gi;IAM;P;MV;FMV;G;As;Am;Es;Au;Gs;RS;RP
A;CHIEVO;PUCCIARELLI Manuel;1;7;5.21;5.19;0;0;1;0;0;0;0;0
A;UDINESE;PUSSETTO Ignacio;1;33;6;6.35;4;2;8;0;0;0;0;0
A;SAMPDORIA;QUAGLIARELLA Fabio;3;36;6.64;8.82;26;7;1;0;0;0;1;0
A;EMPOLI;RODRIGUEZ Alejandro;1;1;6;6;0;0;0;0;0;0;0;0
A;JUVENTUS;RONALDO Cristiano;4;31;6.68;8.79;21;7;3;0;0;0;1;0
A;GENOA;SANABRIA Antonio;2;14;5.71;6.11;3;0;1;0;0;0;1;0
A;BOLOGNA;SANSONE Nicola;2;14;6.11;6.71;2;4;3;1;0;0;0;0
A;BOLOGNA;SANTANDER Federico;2;28;5.91;6.71;8;2;5;0;0;0;0;0
A;SAMPDORIA;SAU Marco;1;13;5.65;5.71;1;0;4;0;0;0;0;0
A;PARMA;SCHIAPPACASSE Nicolas;1;3;5.33;5.33;0;0;0;0;0;0;0;0
A;ROMA;SCHICK Patrik;1;20;5.7;6.05;3;0;4;0;0;0;0;0
A;PARMA;SILIGARDI Luca;1;27;5.91;6.07;1;2;2;0;0;0;0;0
A;FIORENTINA;SIMEONE Giovanni;1;34;5.53;6.03;5;3;2;0;0;0;0;0
A;PARMA;SPROCATI Mattia;1;12;5.67;5.96;1;0;0;0;0;0;0;0
A;CHIEVO;STEPINSKI Mariusz;1;35;5.6;6.07;6;1;5;0;0;0;0;0
A;MILAN;SUSO;2;34;6.09;6.8;6;9;8;1;0;0;0;0
A;UDINESE;TEODORCZYK Lukasz;1;11;5.82;5.79;1;0;1;0;0;0;1;0
A;CAGLIARI;THEREAU Cyril;1;4;5.5;5.6;0;0;1;0;0;0;0;0
A;FROSINONE;TROTTA Marcello;1;8;5.56;5.56;0;0;0;0;0;0;0;0
A;NAPOLI;VERDI Simone;2;15;5.83;6.69;3;3;0;0;0;0;0;0
A;UDINESE;VIZEU Felipe;1;1;5.5;5.5;0;0;0;0;0;0;0;0
A;FIORENTINA;VLAHOVIC Dusan;1;3;5.83;5.8;0;0;0;0;0;0;0;0
A;ATALANTA;ZAPATA Duvan;3;37;6.51;8.42;23;7;5;0;0;0;1;0
A;TORINO;ZAZA Simone;2;26;5.73;6.08;4;2;8;1;0;0;0;0
